DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,QC Level,# ToxCast Active,Total Assays,% ToxCast Active
https://comptox.epa.gov/dashboard/chemical/details/DTXSID001014729,Diethyltoluamide,26545-51-7,,,,,,, ,1, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID001016606,Azoluron,4058-90-6,VXCPRNLPDPYSLT-UHFFFAOYSA-N,N-(1-Ethyl-1H-pyrazol-5-yl)-N'-phenylurea,CCN1N=CC=C1NC(=O)NC1=CC=CC=C1,"InChI=1S/C12H14N4O/c1-2-16-11(8-9-13-16)15-12(17)14-10-6-4-3-5-7-10/h3-9H,2H2,1H3,(H2,14,15,17)
",C12H14N4O,230.271,230.116761,4, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID001020380,Pyrimorph,868390-90-3,HYRXNOFZJYQYAG-QGOAFFKANA-N,(2E)-3-(4-tert-Butylphenyl)-3-(2-chloropyridin-4-yl)-1-(morpholin-2-yl)prop-2-en-1-one,CC(C)(C)C1=CC=C(C=C1)C(=C/C(=O)C1CNCCO1)\C1=CC=NC(Cl)=C1,"InChI=1/C22H25ClN2O2/c1-22(2,3)17-6-4-15(5-7-17)18(16-8-9-25-21(23)12-16)13-19(26)20-14-24-10-11-27-20/h4-9,12-13,20,24H,10-11,14H2,1-3H3/b18-13+
",C22H25ClN2O2,384.9,384.160456,4, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00180679,Bioallethrin,260359-57-7,ZCVAOQKBXKSDMS-AQYZNVCMSA-N,"2-Methyl-4-oxo-3-(prop-2-en-1-yl)cyclopent-2-en-1-yl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",CC(C)=C[C@@H]1[C@@H](C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,"InChI=1S/C19H26O3/c1-7-8-13-12(4)16(10-15(13)20)22-18(21)17-14(9-11(2)3)19(17,5)6/h7,9,14,16-17H,1,8,10H2,2-6H3/t14-,16?,17+/m1/s1
",C19H26O3,302.414,302.188195,1, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00189283,2-(2-Chlorophenyl)benzimidazole,3574-96-7,OILIYWFQRJOPAI-UHFFFAOYSA-N,2-(2-Chlorophenyl)-1H-benzimidazole,ClC1=CC=CC=C1C1=NC2=CC=CC=C2N1,"InChI=1S/C13H9ClN2/c14-10-6-2-1-5-9(10)13-15-11-7-3-4-8-12(11)16-13/h1-8H,(H,15,16)",C13H9ClN2,228.68,228.045426,1, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00192717,"Hydrazinecarbothioamide, 2,2'-methylenebis-",39603-48-0,JKSKMVKDSOOOFA-UHFFFAOYSA-N,"2,2'-Methylenedi(hydrazine-1-carbothioamide)",NC(=S)NNCNNC(N)=S,"InChI=1S/C3H10N6S2/c4-2(10)8-6-1-7-9-3(5)11/h6-7H,1H2,(H3,4,8,10)(H3,5,9,11)",C3H10N6S2,194.28,194.040837,2, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020022,Acifluorfen,50594-66-6,NUFNQYOELLVIPL-UHFFFAOYSA-N,5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid,OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,"InChI=1S/C14H7ClF3NO5/c15-10-5-7(14(16,17)18)1-4-12(10)24-8-2-3-11(19(22)23)9(6-8)13(20)21/h1-6H,(H,20,21)
",C14H7ClF3NO5,361.66,360.996485,1,49/692,692,7
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020076,Amitrole,61-82-5,KLSJWNVTNUYHDU-UHFFFAOYSA-N,"1H-1,2,4-Triazol-3-amine",NC1=NNC=N1,"InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)
",C2H4N4,84.082,84.043596,1,3/395,395,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020103,Arsenic oxide (As2O3),1327-53-3,QTLQKAJBUDWPIB-UHFFFAOYSA-N,,[O--].[O--].[O--].[As+3].[As+3],"InChI=1S/2As.3O/q2*+3;3*-2
",As2O3,197.84,197.827934,1,16/84,84,19
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020153,Benzyl chloride,100-44-7,KCXMKQUNVWSEMD-UHFFFAOYSA-N,(Chloromethyl)benzene,ClCC1=CC=CC=C1,"InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",C7H7Cl,126.58,126.023628,1,1/244,244,0
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020311,Monuron,150-68-5,BMLIZLVNXIYGCK-UHFFFAOYSA-N,"N'-(4-Chlorophenyl)-N,N-dimethylurea",CN(C)C(=O)NC1=CC=C(Cl)C=C1,"InChI=1S/C9H11ClN2O/c1-12(2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)
",C9H11ClN2O,198.65,198.055991,1,18/608,608,3
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020315,Trichloronitromethane,76-06-2,LFHISGNCFUNFFM-UHFFFAOYSA-N,Trichloro(nitro)methane,[O-][N+](=O)C(Cl)(Cl)Cl,"InChI=1S/CCl3NO2/c2-1(3,4)5(6)7
",CCl3NO2,164.37,162.899461,1,2/244,244,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020319,Chlorothalonil,1897-45-6,CRQQGFGUEAVUIL-UHFFFAOYSA-N,"2,4,5,6-Tetrachlorobenzene-1,3-dicarbonitrile",ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,"InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14
",C8Cl4N2,265.9,263.881559,1,349/748,748,47
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020440,Dichlorprop,120-36-5,MZHCENGPTKEIGP-UHFFFAOYNA-N,"2-(2,4-Dichlorophenoxy)propanoic acid",CC(OC1=C(Cl)C=C(Cl)C=C1)C(O)=O,"InChI=1/C9H8Cl2O3/c1-5(9(12)13)14-8-3-2-6(10)4-7(8)11/h2-5H,1H3,(H,12,13)
",C9H8Cl2O3,235.06,233.985050,1,11/664,664,2
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020442,"2,4-Dichlorophenoxyacetic acid",94-75-7,OVSKIKFHRZPJSS-UHFFFAOYSA-N,"(2,4-Dichlorophenoxy)acetic acid",OC(=O)COC1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)
",C8H6Cl2O3,221.03,219.969400,1,32/733,733,4
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020446,Diuron,330-54-1,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,"N'-(3,4-Dichlorophenyl)-N,N-dimethylurea",CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)
",C9H10Cl2N2O,233.09,232.017018,1,88/711,711,12
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020448,"1,2-Dichloropropane",78-87-5,KNKRKFALVUDBJE-UHFFFAOYNA-N,"1,2-Dichloropropane",CC(Cl)CCl,"InChI=1/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3
",C3H6Cl2,112.98,111.984656,1,2/244,244,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020602,Ethylene urea,120-93-4,YAMHXTCMCPHKLN-UHFFFAOYSA-N,Imidazolidin-2-one,O=C1NCCN1,"InChI=1S/C3H6N2O/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)
",C3H6N2O,86.094,86.048013,1,2/244,244,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021177,Potassium bicarbonate,298-14-6,TYJJADVDDVDEDZ-UHFFFAOYSA-M,Potassium hydrogen carbonate,[K+].OC([O-])=O,"InChI=1S/CH2O3.K/c2-1(3)4;/h(H2,2,3,4);/q;+1/p-1
",CHKO3,100.114,99.956275,2, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021206,"1,2-Propylene glycol",57-55-6,DNIAPMSPPWPWGF-UHFFFAOYNA-N,"Propane-1,2-diol",CC(O)CO,"InChI=1/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3
",C3H8O2,76.095,76.052429,1,6/623,623,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00213294,Cloxyfonac,6386-63-6,ZJRUTGDCLVIVRD-UHFFFAOYSA-N,[4-Chloro-2-(hydroxymethyl)phenoxy]acetic acid,OCC1=C(OCC(O)=O)C=CC(Cl)=C1,"InChI=1S/C9H9ClO4/c10-7-1-2-8(6(3-7)4-11)14-5-9(12)13/h1-3,11H,4-5H2,(H,12,13)",C9H9ClO4,216.62,216.018936,1, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021337,Thiabendazole,148-79-8,WJCNZQLZVWNLKY-UHFFFAOYSA-N,"2-(1,3-Thiazol-4-yl)-1H-benzimidazole",N1C2=C(C=CC=C2)N=C1C1=CSC=N1,"InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13)
",C10H7N3S,201.25,201.036068,1,65/687,687,9
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021381,"1,1,1-Trichloroethane",71-55-6,UOCLXMDMGBRAIB-UHFFFAOYSA-N,"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3
",C2H3Cl3,133.4,131.930033,1,0/244,244,0
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021385,Folpet,133-07-3,HKIOYBQGHSTUDB-UHFFFAOYSA-N,"2-[(Trichloromethyl)sulfanyl]-1H-isoindole-1,3(2H)-dione",ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O,"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H
",C9H4Cl3NO2S,296.55,294.902833,1,179/710,710,25
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021387,"2-(2,4,5-Trichlorophenoxy)propionic acid",93-72-1,ZLSWBLPERHFHIS-UHFFFAOYNA-N,"2-(2,4,5-Trichlorophenoxy)propanoic acid",CC(OC1=C(Cl)C=C(Cl)C(Cl)=C1)C(O)=O,"InChI=1/C9H7Cl3O3/c1-4(9(13)14)15-8-3-6(11)5(10)2-7(8)12/h2-4H,1H3,(H,13,14)
",C9H7Cl3O3,269.5,267.946077,1,6/244,244,2
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021389,Trichlorfon,52-68-6,NFACJZMKEDPNKN-UHFFFAOYNA-N,"Dimethyl (2,2,2-trichloro-1-hydroxyethyl)phosphonate",COP(=O)(OC)C(O)C(Cl)(Cl)Cl,"InChI=1/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3
",C4H8Cl3O4P,257.43,255.922579,1,92/711,711,13
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021464,Ziram,137-30-4,DUBNHZYBDBBJHD-UHFFFAOYSA-L,Zinc bis(dimethylcarbamodithioate),[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,"InChI=1S/2C3H7NS2.Zn/c2*1-4(2)3(5)6;/h2*1-2H3,(H,5,6);/q;;+2/p-2
",C6H12N2S4Zn,305.8,303.917475,1,379/642,642,59
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00218401,"N-(4-Chloro-6-isopropylamino-1,3,5-triazin-2-yl)glycine",68228-20-6,XCXCBWSRDOSZRU-UHFFFAOYSA-N,"N-{4-Chloro-6-[(propan-2-yl)amino]-1,3,5-triazin-2-yl}glycine",CC(C)NC1=NC(Cl)=NC(NCC(O)=O)=N1,"InChI=1S/C8H12ClN5O2/c1-4(2)11-8-13-6(9)12-7(14-8)10-3-5(15)16/h4H,3H2,1-2H3,(H,15,16)(H2,10,11,12,13,14)",C8H12ClN5O2,245.67,245.067952,1, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0022018,Disulfoton,298-04-4,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorodithioate",CCOP(=S)(OCC)SCCSCC,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3
",C8H19O2PS3,274.39,274.028480,1,55/742,742,7
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0022301,Flucythrinate,70124-77-5,GBIHOLCMZGAKNG-UHFFFAOYNA-N,Cyano(3-phenoxyphenyl)methyl 2-[4-(difluoromethoxy)phenyl]-3-methylbutanoate,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1,"InChI=1/C26H23F2NO4/c1-17(2)24(18-11-13-21(14-12-18)32-26(27)28)25(30)33-23(16-29)19-7-6-10-22(15-19)31-20-8-4-3-5-9-20/h3-15,17,23-24,26H,1-2H3
",C26H23F2NO4,451.47,451.159515,1,27/331,331,8
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0023870,4-Aminopyridine,504-24-5,NUKYPUAOHBNCPY-UHFFFAOYSA-N,Pyridin-4-amine,NC1=CC=NC=C1,"InChI=1S/C5H6N2/c6-5-1-3-7-4-2-5/h1-4H,(H2,6,7)
",C5H6N2,94.117,94.053098,1,1/244,244,0
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0023901,Bentazone,25057-89-0,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,"3-(Propan-2-yl)-2lambda~6~,1,3-benzothiadiazine-2,2,4(1H,3H)-trione",CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3
",C10H12N2O3S,240.28,240.056863,1,21/668,668,3
